city_id,city_name,latitude,longitude,days_count,avg_temp_7d,avg_humidity_7d,total_rain_mm_7d,avg_pop_7d,status,temp_distance_to_22,s_rain,s_pop,s_humidity,s_temp,weather_score,weather_rank
28,Collioure,42.52505,3.0831554,7,21.201428571428572,52.0,2.23,0.30428571428571427,OK,0.798571428571428,0.9001343484102104,0.592734225621415,0.37254901960784315,0.8955282171450887,75.40042458770546,14
32,Montauban,44.0175835,1.3549991,7,21.38,57.57142857142857,4.71,0.19,OK,0.620000000000001,0.7890729959695477,0.745697896749522,0.219607843137255,0.9199375122046471,75.18300799790856,15
14,Dijon,47.3215806,5.0414701,7,16.525714285714283,54.714285714285715,0.0,0.0,OK,5.474285714285717,1.0,1.0,0.29803921568627456,0.25639523530560393,74.39027303950283,16
15,Annecy,45.8992348,6.1288847,7,18.835714285714285,46.714285714285715,2.91,0.14285714285714285,OK,3.1642857142857146,0.8696820420958352,0.8087954110898662,0.5176470588235293,0.5721538761960552,74.1830512991869,17
7,Amiens,49.8941708,2.2956951,7,15.752857142857144,47.714285714285715,0.0,0.0,OK,6.247142857142856,1.0,1.0,0.4901960784313726,0.15075180628783447,73.67075594150958,18
24,Uzes,44.0121279,4.4196718,7,21.354285714285716,47.57142857142857,4.92,0.2857142857142857,OK,0.6457142857142841,0.7796686072548141,0.6175908221797324,0.49411764705882355,0.916422573716071,73.66786673280048,19
35,La Rochelle,46.159732,-1.1515951,7,18.409999999999997,63.42857142857143,0.14,0.12571428571428572,OK,3.5900000000000034,0.9937304075235109,0.8317399617590822,0.05882352941176461,0.5139621167740669,73.17005132956467,20
22,Aix en Provence,43.5298424,5.4474738,7,21.582857142857144,41.0,7.02,0.2857142857142857,OK,0.41714285714285637,0.6856247201074788,0.6175908221797324,0.6745098039215687,0.947666471392306,72.96134969317707,21
10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,7,14.688571428571427,42.285714285714285,0.0,0.0,OK,7.311428571428573,1.0,1.0,0.6392156862745099,0.005272407732864415,71.52396705606671,22
4,Le Havre,49.4938975,0.1079732,7,15.139999999999999,53.42857142857143,0.0,0.0,OK,6.860000000000001,1.0,1.0,0.33333333333333326,0.0669791056434288,70.00781097441904,23
23,Avignon,43.9492493,4.8059012,7,22.038571428571426,45.285714285714285,9.79,0.2857142857142857,OK,0.03857142857142648,0.5615763546798029,0.6175908221797324,0.5568627450980392,0.9994141769185706,68.73687895312973,24
2,St Malo,48.649518,-2.0260409,7,15.074285714285717,59.285714285714285,0.0,0.0,OK,6.9257142857142835,1.0,1.0,0.1725490196078432,0.05799648506151167,68.17540232261621,25
3,Bayeux,49.2764624,-0.7024738,7,14.65,58.0,0.0,0.0,OK,7.35,1.0,1.0,0.207843137254902,0.0,67.078431372549,26
26,Aigues Mortes,43.5661521,4.19154,7,18.904285714285717,58.42857142857143,1.89,0.29,OK,3.0957142857142834,0.9153605015673981,0.6118546845124283,0.196078431372549,0.5815270454989261,66.89221854143042,27
19,Bormes les Mimosas,43.1506968,6.3419285,7,18.87142857142857,57.57142857142857,2.08,0.2857142857142857,OK,3.12857142857143,0.9068517689207344,0.6175908221797324,0.219607843137255,0.5770357352079668,66.88950838918939,28
21,Marseille,43.2961743,5.3699525,7,18.580000000000002,63.42857142857143,1.81,0.26142857142857145,OK,3.419999999999998,0.9189431258396775,0.6500956022944551,0.05882352941176461,0.5371997656707674,65.68410690910919,29
27,Saintes Maries de la mer,43.4515922,4.4277202,7,18.165714285714284,62.142857142857146,1.85,0.2642857142857143,OK,3.8342857142857163,0.9171518137035378,0.6462715105162524,0.09411764705882353,0.48057020113259086,64.4438902940144,30
20,Cassis,43.2140359,5.5396318,7,17.745714285714286,64.14285714285714,1.7000000000000002,0.23142857142857146,OK,4.2542857142857144,0.9238692342140618,0.6902485659655831,0.03921568627450989,0.42315953915250915,64.01402551801748,31
34,Bayonne,43.4945144,-1.4736657,7,19.968571428571426,62.142857142857146,6.13,0.33285714285714285,OK,2.031428571428574,0.7254814151365876,0.5544933078393881,0.09411764705882353,0.7270064440538951,61.14298633689782,32
33,Biarritz,43.4711438,-1.5527266,7,19.224285714285717,65.57142857142857,4.99,0.35857142857142854,OK,2.775714285714283,0.7765338110165696,0.5200764818355641,0.0,0.6252685022456552,58.412690396788236,33
18,Gorges du Verdon,43.7496562,6.3285616,7,17.10571428571429,45.714285714285715,12.129999999999999,0.3242857142857143,OK,4.8942857142857115,0.45678459471562916,0.5659655831739961,0.5450980392156863,0.3356766256590512,46.809324343900045,34
30,Ariege,42.9455368,1.4065544,7,19.43428571428571,52.857142857142854,22.33,0.7471428571428571,OK,2.5657142857142894,0.0,0.0,0.34901960784313735,0.6539738332356955,19.83954190932376,35
